,census_tract,white,black,hispanic,total,median_income,majority_race
1750,"Census Tract 603.07, Rockdale County, Georgia",2660,6930,358,10655,71079,black
1751,"Census Tract 603.08, Rockdale County, Georgia",1770,5139,1316,8555,38606,black
1752,"Census Tract 603.09, Rockdale County, Georgia",1466,3445,788,5745,45427,black
1753,"Census Tract 604.03, Rockdale County, Georgia",1756,1562,121,3597,70000,NA
1754,"Census Tract 604.04, Rockdale County, Georgia",3457,2096,201,6005,56396,white
1755,"Census Tract 604.05, Rockdale County, Georgia",3783,2722,261,6924,65804,white
1756,"Census Tract 604.06, Rockdale County, Georgia",3054,1649,499,5423,67188,white
1757,"Census Tract 604.07, Rockdale County, Georgia",2378,512,190,3179,50956,white
1758,"Census Tract 9601, Schley County, Georgia",1689,944,265,2949,34883,white
1759,"Census Tract 9602, Schley County, Georgia",1670,375,60,2105,42214,white
1760,"Census Tract 9702, Screven County, Georgia",883,1160,2,2045,41463,black
1761,"Census Tract 9703, Screven County, Georgia",1730,1193,56,3011,43333,white
1762,"Census Tract 9704, Screven County, Georgia",2613,1852,116,4744,30915,white
1763,"Census Tract 9705, Screven County, Georgia",1511,1221,5,2754,34773,white
1764,"Census Tract 9706, Screven County, Georgia",1088,592,35,1727,32326,white
1765,"Census Tract 2001, Seminole County, Georgia",2501,180,116,2832,40322,white
1766,"Census Tract 2002, Seminole County, Georgia",1550,1893,108,3589,30948,black
1767,"Census Tract 2003, Seminole County, Georgia",1464,896,23,2383,33594,white
1768,"Census Tract 1601, Spalding County, Georgia",4230,292,735,5296,47538,white
1769,"Census Tract 1602, Spalding County, Georgia",4461,1236,159,6111,52470,white
1770,"Census Tract 1603, Spalding County, Georgia",1039,2217,25,3328,22935,black
1771,"Census Tract 1604, Spalding County, Georgia",1629,2900,207,4923,23337,black
1772,"Census Tract 1605, Spalding County, Georgia",3311,2780,417,7091,33872,NA
1773,"Census Tract 1606, Spalding County, Georgia",3915,223,128,4362,57599,white
1774,"Census Tract 1607, Spalding County, Georgia",3282,3600,176,7312,30813,NA
1775,"Census Tract 1608, Spalding County, Georgia",1022,3486,456,4980,21647,black
1776,"Census Tract 1609, Spalding County, Georgia",1492,881,101,2504,32321,white
1777,"Census Tract 1610, Spalding County, Georgia",4622,543,56,5350,41909,white
1778,"Census Tract 1611, Spalding County, Georgia",3230,288,199,3808,56927,white
1779,"Census Tract 1612, Spalding County, Georgia",6323,2527,0,8881,52380,white
1780,"Census Tract 9701, Stephens County, Georgia",5872,853,141,7049,40254,white
1781,"Census Tract 9702, Stephens County, Georgia",5689,455,230,6464,44528,white
1782,"Census Tract 9703.01, Stephens County, Georgia",2054,972,267,3373,30019,white
1783,"Census Tract 9703.02, Stephens County, Georgia",2235,440,0,2675,33025,white
1784,"Census Tract 9704, Stephens County, Georgia",5617,404,70,6180,39540,white
1785,"Census Tract 9501, Stewart County, Georgia",833,1646,12,2494,19911,black
1786,"Census Tract 9504, Stewart County, Georgia",796,1551,966,3406,22390,NA
1787,"Census Tract 9501, Sumter County, Georgia",667,526,30,1281,33512,white
1788,"Census Tract 9502, Sumter County, Georgia",1884,2799,201,5116,24787,black
1789,"Census Tract 9503, Sumter County, Georgia",1324,5517,72,7196,32756,black
1790,"Census Tract 9504, Sumter County, Georgia",1623,1066,263,2954,34167,white
1791,"Census Tract 9505, Sumter County, Georgia",2428,960,299,3722,38750,white
1792,"Census Tract 9506, Sumter County, Georgia",999,896,123,2136,37147,NA
1793,"Census Tract 9507, Sumter County, Georgia",2262,3691,495,6542,31517,black
1794,"Census Tract 9508, Sumter County, Georgia",1698,990,169,2857,42750,white
1795,"Census Tract 9601, Talbot County, Georgia",1048,1331,0,2413,38536,black
1796,"Census Tract 9602, Talbot County, Georgia",782,1768,66,2621,31781,black
1797,"Census Tract 9603, Talbot County, Georgia",769,714,49,1560,24698,NA
1798,"Census Tract 102, Taliaferro County, Georgia",731,900,42,1700,24783,black
1799,"Census Tract 9501, Tattnall County, Georgia",2401,853,249,3505,29938,white
1800,"Census Tract 9502.01, Tattnall County, Georgia",2500,1925,180,4691,28378,white
1801,"Census Tract 9502.02, Tattnall County, Georgia",3403,2111,1587,7227,26260,NA
1802,"Census Tract 9503, Tattnall County, Georgia",3216,1786,377,5610,47645,white
1803,"Census Tract 9504, Tattnall County, Georgia",3426,643,254,4323,41654,white
1804,"Census Tract 9501, Taylor County, Georgia",1096,513,0,1609,45486,white
1805,"Census Tract 9502, Taylor County, Georgia",1324,1017,83,2430,29625,white
1806,"Census Tract 9503, Taylor County, Georgia",2546,1815,99,4466,26723,white
1807,"Census Tract 9501, Telfair County, Georgia",5831,5004,2041,12909,28363,NA
1808,"Census Tract 9502, Telfair County, Georgia",1143,110,10,1263,25833,white
1809,"Census Tract 9505, Telfair County, Georgia",1332,807,178,2321,26004,white
1810,"Census Tract 1202, Terrell County, Georgia",1136,655,6,1803,34808,white
1811,"Census Tract 1203, Terrell County, Georgia",385,2556,124,3111,27136,black
1812,"Census Tract 1204, Terrell County, Georgia",843,2038,3,2915,26875,black
1813,"Census Tract 1205, Terrell County, Georgia",1004,358,71,1475,41008,white
1814,"Census Tract 9601, Thomas County, Georgia",429,668,175,1272,18208,black
1815,"Census Tract 9602, Thomas County, Georgia",3258,311,108,3773,36719,white
1816,"Census Tract 9603, Thomas County, Georgia",1489,583,41,2159,40278,white
1817,"Census Tract 9604, Thomas County, Georgia",1758,501,34,2300,31714,white
1818,"Census Tract 9605, Thomas County, Georgia",4870,1305,97,6468,41351,white
1819,"Census Tract 9606, Thomas County, Georgia",3578,1606,63,5322,42779,white
1820,"Census Tract 9607, Thomas County, Georgia",2603,3931,180,6899,24351,black
1821,"Census Tract 9608, Thomas County, Georgia",2140,3319,261,5785,27409,black
1822,"Census Tract 9609, Thomas County, Georgia",1594,1885,19,3564,35571,black
1823,"Census Tract 9610, Thomas County, Georgia",2998,843,375,4298,46384,white
1824,"Census Tract 9611, Thomas County, Georgia",1254,1546,69,2893,35919,black
1825,"Census Tract 9601, Tift County, Georgia",1694,342,433,2474,58000,white
1826,"Census Tract 9602, Tift County, Georgia",2312,533,196,3048,57585,white
1827,"Census Tract 9603, Tift County, Georgia",5585,1090,301,7531,39013,white
1828,"Census Tract 9604, Tift County, Georgia",3638,1796,619,6261,33609,white
1829,"Census Tract 9605, Tift County, Georgia",4047,204,52,4400,50721,white
1830,"Census Tract 9606, Tift County, Georgia",724,4651,309,5684,15805,black
1831,"Census Tract 9607, Tift County, Georgia",1442,2441,1119,5204,33162,NA
1832,"Census Tract 9608, Tift County, Georgia",1555,144,928,2627,25494,white
1833,"Census Tract 9609, Tift County, Georgia",2148,680,382,3492,43920,white
1834,"Census Tract 9701, Toombs County, Georgia",2431,1558,1030,5139,29048,NA
1835,"Census Tract 9702, Toombs County, Georgia",2984,1636,366,5002,23934,white
1836,"Census Tract 9703, Toombs County, Georgia",3745,1787,563,6095,41645,white
1837,"Census Tract 9704, Toombs County, Georgia",2409,1530,62,4254,31176,white
1838,"Census Tract 9705, Toombs County, Georgia",2677,139,689,3537,32482,white
1839,"Census Tract 9706, Toombs County, Georgia",2533,278,372,3245,38149,white
1840,"Census Tract 9601, Towns County, Georgia",4022,63,71,4171,38651,white
1841,"Census Tract 9602, Towns County, Georgia",2538,0,108,2651,41707,white
1842,"Census Tract 9603, Towns County, Georgia",3631,18,69,3848,35371,white
1843,"Census Tract 9601, Treutlen County, Georgia",1116,57,48,1221,42344,white
1844,"Census Tract 9602, Treutlen County, Georgia",3385,2079,15,5560,38935,white
1845,"Census Tract 9601, Troup County, Georgia",4270,1604,27,6161,36698,white
1846,"Census Tract 9602.01, Troup County, Georgia",2384,325,20,2871,68663,white
1847,"Census Tract 9602.02, Troup County, Georgia",1791,483,30,2346,58445,white
1848,"Census Tract 9603, Troup County, Georgia",3408,290,202,4010,60579,white
1849,"Census Tract 9604, Troup County, Georgia",3333,1851,125,5826,40989,white
1850,"Census Tract 9605.01, Troup County, Georgia",1807,2019,557,4503,39269,NA
1851,"Census Tract 9605.02, Troup County, Georgia",4588,1953,325,7302,43480,white
1852,"Census Tract 9606, Troup County, Georgia",1898,3583,137,5737,32289,black
1853,"Census Tract 9607, Troup County, Georgia",2911,2463,368,5994,47356,NA
1854,"Census Tract 9608, Troup County, Georgia",968,2071,139,3369,18240,black
1855,"Census Tract 9609.01, Troup County, Georgia",1368,2358,342,4134,26612,black
1856,"Census Tract 9609.02, Troup County, Georgia",5431,1125,28,6773,59219,white
1857,"Census Tract 9610, Troup County, Georgia",3706,2719,67,6569,35021,white
1858,"Census Tract 9611, Troup County, Georgia",2487,238,37,2780,56906,white
1859,"Census Tract 9702, Turner County, Georgia",2230,2847,304,5464,24587,black
1860,"Census Tract 9703, Turner County, Georgia",2391,550,35,3027,41042,white
1861,"Census Tract 601, Twiggs County, Georgia",3067,1524,4,4657,34213,white
1862,"Census Tract 602, Twiggs County, Georgia",1736,2216,0,3955,26265,black
1863,"Census Tract 1.01, Union County, Georgia",2496,0,0,2496,34632,white
1864,"Census Tract 1.02, Union County, Georgia",4862,10,0,4880,43228,white
1865,"Census Tract 2.01, Union County, Georgia",2640,8,23,2909,47452,white
1866,"Census Tract 2.03, Union County, Georgia",2133,0,101,2278,42266,white
1867,"Census Tract 2.04, Union County, Georgia",3005,0,24,3133,45421,white
1868,"Census Tract 2.05, Union County, Georgia",5265,137,434,5857,28280,white
1869,"Census Tract 101, Upson County, Georgia",2525,494,71,3112,48795,white
1870,"Census Tract 102.01, Upson County, Georgia",3446,1502,417,5384,30583,white
1871,"Census Tract 102.02, Upson County, Georgia",2722,74,0,2858,36196,white
1872,"Census Tract 103, Upson County, Georgia",3050,269,17,3353,43879,white
1873,"Census Tract 104, Upson County, Georgia",3501,2111,102,5805,30820,white
1874,"Census Tract 105, Upson County, Georgia",2289,2551,28,4942,23948,black
1875,"Census Tract 106, Upson County, Georgia",623,559,0,1227,44500,white
1876,"Census Tract 201, Walker County, Georgia",6171,315,113,6830,27078,white
1877,"Census Tract 202, Walker County, Georgia",3260,259,81,3854,25421,white
1878,"Census Tract 203.01, Walker County, Georgia",4598,244,201,5063,34916,white
1879,"Census Tract 203.02, Walker County, Georgia",4986,17,55,5140,44274,white
1880,"Census Tract 204, Walker County, Georgia",3322,32,50,3455,66071,white
1881,"Census Tract 205.01, Walker County, Georgia",7044,505,56,7809,43139,white
1882,"Census Tract 205.02, Walker County, Georgia",6557,68,30,6772,39137,white
1883,"Census Tract 206.01, Walker County, Georgia",6084,329,168,6698,58264,white
1884,"Census Tract 206.02, Walker County, Georgia",3678,208,311,4334,46897,white
1885,"Census Tract 207, Walker County, Georgia",6558,516,83,7362,29950,white
1886,"Census Tract 208, Walker County, Georgia",2890,243,0,3157,40850,white
1887,"Census Tract 209.01, Walker County, Georgia",5836,104,30,6023,42947,white
1888,"Census Tract 209.02, Walker County, Georgia",1747,133,36,1948,43466,white
1889,"Census Tract 1101, Walton County, Georgia",7573,522,209,8841,59117,white
1890,"Census Tract 1102, Walton County, Georgia",3675,406,5,4215,58467,white
1891,"Census Tract 1103, Walton County, Georgia",3124,2948,254,6481,32100,NA
1892,"Census Tract 1104, Walton County, Georgia",2951,3153,98,6417,30424,NA
1893,"Census Tract 1105.03, Walton County, Georgia",3123,101,183,3407,46376,white
1894,"Census Tract 1105.04, Walton County, Georgia",3281,263,653,4812,48191,white
1895,"Census Tract 1105.05, Walton County, Georgia",3896,154,389,4448,65227,white
1896,"Census Tract 1105.06, Walton County, Georgia",4370,315,242,5072,68972,white
1897,"Census Tract 1105.07, Walton County, Georgia",5638,951,388,7573,68150,white
1898,"Census Tract 1105.08, Walton County, Georgia",4312,243,64,4690,67961,white
1899,"Census Tract 1106.01, Walton County, Georgia",4215,428,75,4808,66406,white
1900,"Census Tract 1106.02, Walton County, Georgia",4467,485,58,5133,68795,white
1901,"Census Tract 1106.03, Walton County, Georgia",4108,213,203,4704,53255,white
1902,"Census Tract 1107, Walton County, Georgia",5913,1636,229,7849,47969,white
1903,"Census Tract 1108, Walton County, Georgia",5356,1453,51,6928,49046,white
1904,"Census Tract 9501, Ware County, Georgia",1626,20,0,1695,45278,white
1905,"Census Tract 9502, Ware County, Georgia",5543,1569,424,7570,40725,white
1906,"Census Tract 9503, Ware County, Georgia",1647,427,0,2102,37122,white
1907,"Census Tract 9504, Ware County, Georgia",151,1758,30,1944,15833,black
1908,"Census Tract 9505, Ware County, Georgia",3107,1787,49,5230,44016,white
1909,"Census Tract 9506, Ware County, Georgia",4582,964,55,5899,43359,white
1910,"Census Tract 9507, Ware County, Georgia",268,1066,127,1479,19329,black
1911,"Census Tract 9508, Ware County, Georgia",3193,2222,324,5791,30216,white
1912,"Census Tract 9509, Ware County, Georgia",3054,846,260,4205,29535,white
1913,"Census Tract 9704, Warren County, Georgia",969,1649,0,2744,26121,black
1914,"Census Tract 9705, Warren County, Georgia",1129,1736,3,2882,30247,black
1915,"Census Tract 9501, Washington County, Georgia",1378,579,0,2024,38472,white
1916,"Census Tract 9503, Washington County, Georgia",1830,2542,87,4510,29509,black
1917,"Census Tract 9504, Washington County, Georgia",1952,2906,44,4934,31219,black
1918,"Census Tract 9505, Washington County, Georgia",2474,2566,155,5313,42271,NA
1919,"Census Tract 9507, Washington County, Georgia",1564,2356,147,4080,33188,black
1920,"Census Tract 9701, Wayne County, Georgia",3926,179,212,4454,50625,white
1921,"Census Tract 9702, Wayne County, Georgia",6092,1429,327,7908,35291,white
1922,"Census Tract 9703, Wayne County, Georgia",2756,1629,375,4826,30475,white
1923,"Census Tract 9704, Wayne County, Georgia",2682,475,215,3416,39459,white
1924,"Census Tract 9705, Wayne County, Georgia",2719,1993,659,5579,36414,NA
1925,"Census Tract 9706, Wayne County, Georgia",3384,533,48,3987,42038,white
1926,"Census Tract 9601, Webster County, Georgia",722,724,0,1446,34318,black
1927,"Census Tract 9602, Webster County, Georgia",607,691,0,1298,29464,black
1928,"Census Tract 7801, Wheeler County, Georgia",1668,203,9,1885,21210,white
1929,"Census Tract 7802, Wheeler County, Georgia",2846,3055,128,6047,32440,black
1930,"Census Tract 9501, White County, Georgia",2549,102,9,2750,52014,white
1931,"Census Tract 9502.01, White County, Georgia",7854,552,413,8966,38500,white
1932,"Census Tract 9502.02, White County, Georgia",3085,0,92,3198,46250,white
1933,"Census Tract 9502.03, White County, Georgia",4890,289,0,5179,43231,white
1934,"Census Tract 9503, White County, Georgia",7281,1,219,7501,35337,white
1935,"Census Tract 1.01, Whitfield County, Georgia",3917,6,257,4234,39388,white
1936,"Census Tract 1.02, Whitfield County, Georgia",6250,296,1436,8229,49792,white
1937,"Census Tract 2, Whitfield County, Georgia",3451,6,501,4009,42955,white
1938,"Census Tract 3.01, Whitfield County, Georgia",2278,102,1685,4096,39762,white
1939,"Census Tract 3.02, Whitfield County, Georgia",6106,194,2988,9363,44240,white
1940,"Census Tract 4, Whitfield County, Georgia",2139,393,5483,8542,31606,hispanic
1941,"Census Tract 5.01, Whitfield County, Georgia",3067,70,1007,4274,53859,white
1942,"Census Tract 5.02, Whitfield County, Georgia",2963,918,2862,6971,22706,NA
1943,"Census Tract 6, Whitfield County, Georgia",3127,152,678,4064,42820,white
1944,"Census Tract 7, Whitfield County, Georgia",4455,72,280,4915,55150,white
1945,"Census Tract 8, Whitfield County, Georgia",5893,539,1147,7828,46175,white
1946,"Census Tract 9, Whitfield County, Georgia",2965,363,338,3745,62104,white
1947,"Census Tract 10, Whitfield County, Georgia",716,313,3063,4097,30900,hispanic
1948,"Census Tract 11, Whitfield County, Georgia",2429,83,2245,4825,30833,white
1949,"Census Tract 12, Whitfield County, Georgia",3594,173,3600,7553,40423,NA
1950,"Census Tract 13, Whitfield County, Georgia",906,202,3007,4115,21069,hispanic
1951,"Census Tract 14, Whitfield County, Georgia",3504,2,2745,6557,57381,white
1952,"Census Tract 15, Whitfield County, Georgia",5199,77,322,5715,41161,white
1953,"Census Tract 9601, Wilcox County, Georgia",1992,1871,142,4118,27447,NA
1954,"Census Tract 9602, Wilcox County, Georgia",748,658,28,1460,30347,white
1955,"Census Tract 9603, Wilcox County, Georgia",1258,217,0,1482,36806,white
1956,"Census Tract 9604, Wilcox County, Georgia",1369,598,0,2001,33079,white
1957,"Census Tract 101.01, Wilkes County, Georgia",1015,591,0,1631,33625,white
1958,"Census Tract 101.02, Wilkes County, Georgia",806,592,199,1622,30833,NA
1959,"Census Tract 103.01, Wilkes County, Georgia",1595,566,86,2253,44934,white
1960,"Census Tract 103.02, Wilkes County, Georgia",1859,2571,91,4617,28373,black
1961,"Census Tract 9602, Wilkinson County, Georgia",1553,1767,200,3520,34821,black
1962,"Census Tract 9603, Wilkinson County, Georgia",2860,1340,20,4446,37208,white
1963,"Census Tract 9604, Wilkinson County, Georgia",1021,452,15,1489,41607,white
1964,"Census Tract 9501, Worth County, Georgia",2067,758,45,2885,37639,white
1965,"Census Tract 9502, Worth County, Georgia",4522,2090,315,6941,43517,white
1966,"Census Tract 9504, Worth County, Georgia",3609,980,22,4810,37500,white
1967,"Census Tract 9505, Worth County, Georgia",2349,2067,23,4506,29987,white
1968,"Census Tract 9506, Worth County, Georgia",1952,248,18,2223,43319,white
